date;vendor;category;amount
2025-12-20;Kestrel Software;training;250.00
2025-02-18;Northwind Supplies;travel;5568.00
2025-03-10;Beacon Print Co;software;1371.99
2025-01-19;Harbor Logistics;software;7334.99
2025-11-01;Atlas Freight;rent;8390.00
2025-03-14;Beacon Print Co;telecom;4704.00
2025-09-18;Atlas Freight;telecom;1000.99
2025-03-18;Granite Works Ltd;stationery;4812.00
2025-01-07;Kestrel Software;advertising;4951.00
2025-08-11;Delta Facilities;advertising;500.50
2025-05-20;Harbor Logistics;software;8825.36
2025-07-09;Kestrel Software;advertising;6137.50
2025-09-29;Northwind Supplies;telecom;100.50
2025-02-08;Kestrel Software;training;4826.00
2025-05-16;Larkspur Media;rent;4695.61
2025-06-15;Kestrel Software;advertising;2500.00
2025-10-08;Harbor Logistics;logistics;2136.00
2025-01-06;Beacon Print Co;repairs;8676.00
2025-02-28;Copperfield Repairs;advertising;3188.00
2025-09-07;Larkspur Media;travel;6484.00
2025-10-23;Harbor Logistics;logistics;6976.00
2025-10-25;Kestrel Software;repairs;2000.00
2025-06-20;Harbor Logistics;stationery;717.50
2025-02-21;Beacon Print Co;telecom;7500.00
2025-10-01;Kestrel Software;rent;50.50
2025-05-12;Kestrel Software;advertising;5801.00
2025-02-06;Kestrel Software;training;6000.50
2025-06-13;Pinemark Services;repairs;4628.74
2025-12-08;Northwind Supplies;rent;5112.44
2025-12-19;Copperfield Repairs;training;4015.00
2025-03-04;Pinemark Services;training;2000.99
2025-07-05;Beacon Print Co;rent;5786.00
2025-12-01;Northwind Supplies;stationery;2500.81
2025-07-22;Beacon Print Co;telecom;500.00
2025-02-27;Kestrel Software;advertising;100.00
2025-09-17;Atlas Freight;telecom;50.50
2025-04-07;Beacon Print Co;travel;7259.99
2025-08-18;Atlas Freight;repairs;4433.99
2025-03-13;Northwind Supplies;software;8218.00
2025-10-30;Atlas Freight;stationery;4830.00
2025-01-26;Copperfield Repairs;telecom;50.50
2025-05-11;Northwind Supplies;software;100.99
2025-10-02;Granite Works Ltd;travel;3960.34
2025-07-17;Northwind Supplies;advertising;9100.99
2025-02-05;Atlas Freight;stationery;348.00
2025-08-19;Beacon Print Co;training;100.00
2025-08-23;Larkspur Media;training;8462.50
2025-12-19;Harbor Logistics;advertising;4860.99
2025-04-07;Beacon Print Co;software;4161.50
2025-11-03;Pinemark Services;advertising;2858.73
2025-04-10;Pinemark Services;travel;4211.00
2025-10-01;Kestrel Software;software;4667.00
2025-06-13;Larkspur Media;training;4804.00
2025-12-22;Pinemark Services;rent;4517.00
2025-04-27;Atlas Freight;training;2000.99
2025-01-03;Copperfield Repairs;software;4865.00
2025-07-19;Granite Works Ltd;software;4863.99
2025-07-31;Copperfield Repairs;rent;300.42
2025-12-21;Pinemark Services;logistics;1796.00
2025-06-04;Larkspur Media;logistics;4433.00
2025-02-28;Pinemark Services;rent;6979.01
2025-09-04;Pinemark Services;stationery;1831.50
2025-03-18;Beacon Print Co;logistics;2115.00
2025-04-03;Beacon Print Co;logistics;500.00
2025-06-03;Larkspur Media;software;100.99
2025-02-22;Delta Facilities;rent;3000.00
2025-05-25;Delta Facilities;training;272.00
2025-09-17;Northwind Supplies;telecom;4747.50
2025-03-05;Northwind Supplies;rent;9192.99
2025-09-03;Northwind Supplies;telecom;2237.00
2025-10-07;Kestrel Software;software;4428.60
2025-12-11;Granite Works Ltd;stationery;4762.00
2025-10-07;Harbor Logistics;advertising;9110.00
2025-11-21;Kestrel Software;logistics;6195.50
2025-05-21;Northwind Supplies;travel;200.50
2025-05-20;Kestrel Software;repairs;2014.00
2025-07-08;Copperfield Repairs;travel;4916.00
2025-08-13;Beacon Print Co;training;7262.99
2025-05-20;Atlas Freight;rent;3880.99
2025-03-07;Pinemark Services;travel;4463.50
2025-01-26;Pinemark Services;stationery;4506.00
2025-12-04;Harbor Logistics;repairs;8086.50
2025-01-12;Beacon Print Co;travel;4729.00
2025-09-22;Kestrel Software;rent;5014.00
2025-03-16;Granite Works Ltd;advertising;6462.50
2025-12-30;Granite Works Ltd;stationery;6553.00
2025-09-12;Atlas Freight;telecom;129.50
2025-12-29;Beacon Print Co;stationery;9624.00
2025-01-05;Copperfield Repairs;advertising;1838.00
2025-01-02;Copperfield Repairs;travel;5000.00
2025-06-24;Northwind Supplies;advertising;7741.99
2025-10-27;Beacon Print Co;repairs;4256.00
2025-04-14;Northwind Supplies;advertising;6662.00
2025-04-20;Copperfield Repairs;travel;7181.34
2025-11-04;Copperfield Repairs;logistics;7129.50
2025-08-27;Beacon Print Co;telecom;6627.00
2025-08-30;Beacon Print Co;stationery;8222.00
2025-08-31;Pinemark Services;telecom;4448.50
2025-08-07;Atlas Freight;advertising;5816.00
2025-05-10;Granite Works Ltd;training;1184.00
2025-09-13;Copperfield Repairs;stationery;1500.81
2025-02-06;Granite Works Ltd;training;4961.99
2025-08-17;Granite Works Ltd;training;349.50
2025-08-28;Kestrel Software;training;4735.00
2025-06-17;Beacon Print Co;telecom;8942.00
2025-10-09;Northwind Supplies;repairs;3505.50
2025-06-17;Granite Works Ltd;travel;3742.58
2025-12-11;Delta Facilities;repairs;9735.00
2025-04-30;Pinemark Services;rent;3453.86
2025-04-08;Northwind Supplies;software;4600.00
2025-07-20;Larkspur Media;travel;4477.00
2025-12-31;Granite Works Ltd;travel;4506.00
2025-04-30;Delta Facilities;repairs;2441.50
2025-04-25;Copperfield Repairs;rent;1767.00
2025-05-02;Kestrel Software;repairs;4878.50
2025-05-12;Delta Facilities;telecom;100.50
2025-03-13;Pinemark Services;training;2500.00
2025-01-29;Copperfield Repairs;stationery;9679.92
2025-05-13;Atlas Freight;logistics;4615.50
2025-09-27;Pinemark Services;logistics;100.00
2025-01-04;Pinemark Services;advertising;4836.42
2025-08-02;Beacon Print Co;logistics;5321.00
2025-10-26;Atlas Freight;logistics;3917.00
2025-03-16;Granite Works Ltd;travel;3000.49
2025-10-20;Granite Works Ltd;training;9139.50
2025-09-16;Harbor Logistics;telecom;4630.00
2025-09-06;Pinemark Services;training;9425.00
2025-07-09;Copperfield Repairs;stationery;500.00
2025-11-22;Granite Works Ltd;advertising;6086.00
2025-03-21;Kestrel Software;telecom;5697.50
2025-06-05;Harbor Logistics;logistics;9474.99
2025-02-17;Beacon Print Co;travel;7500.00
2025-11-17;Northwind Supplies;rent;3000.00
2025-08-24;Delta Facilities;logistics;1500.50
2025-12-24;Copperfield Repairs;software;4964.99
2025-09-13;Pinemark Services;logistics;5680.99
2025-12-24;Granite Works Ltd;training;4296.34
2025-09-30;Kestrel Software;stationery;4157.25
2025-09-13;Beacon Print Co;rent;9870.00
2025-01-27;Delta Facilities;repairs;100.99
2025-03-17;Kestrel Software;software;5812.97
2025-01-03;Delta Facilities;advertising;4426.97
2025-10-01;Kestrel Software;software;2763.50
2025-04-29;Pinemark Services;logistics;4895.00
2025-07-09;Delta Facilities;stationery;4461.00
2025-03-16;Delta Facilities;stationery;7133.00
2025-09-20;Beacon Print Co;software;4609.00
2025-10-04;Harbor Logistics;training;4482.50
2025-10-31;Granite Works Ltd;travel;4989.00
2025-10-28;Copperfield Repairs;telecom;3481.00
2025-12-29;Atlas Freight;telecom;9022.47
2025-07-30;Larkspur Media;repairs;6527.15
2025-05-09;Larkspur Media;stationery;4715.50
2025-12-19;Atlas Freight;rent;9391.00
2025-02-24;Pinemark Services;repairs;9102.00
2025-03-21;Granite Works Ltd;rent;4401.50
2025-02-28;Granite Works Ltd;stationery;5844.50
2025-05-28;Pinemark Services;training;4518.35
2025-11-12;Atlas Freight;software;250.00
2025-11-18;Northwind Supplies;logistics;8221.99
2025-07-12;Larkspur Media;logistics;7352.99
2025-04-09;Larkspur Media;telecom;4052.00
2025-05-27;Kestrel Software;training;300.00
2025-04-10;Atlas Freight;repairs;4024.98
2025-04-29;Atlas Freight;stationery;5218.69
2025-09-26;Pinemark Services;software;3062.57
2025-08-16;Delta Facilities;software;9189.99
2025-03-02;Kestrel Software;logistics;3047.00
2025-01-25;Granite Works Ltd;advertising;1488.50
2025-08-04;Larkspur Media;training;2000.13
2025-03-24;Kestrel Software;software;2313.00
2025-04-22;Northwind Supplies;telecom;1170.99
2025-10-17;Larkspur Media;software;4659.00
2025-07-16;Kestrel Software;logistics;3145.99
2025-09-14;Copperfield Repairs;travel;4688.00
2025-05-18;Northwind Supplies;travel;9173.00
2025-06-24;Copperfield Repairs;logistics;1732.50
2025-01-07;Northwind Supplies;advertising;4000.00
2025-05-15;Atlas Freight;training;6033.50
2025-02-16;Kestrel Software;repairs;2710.00
2025-03-17;Pinemark Services;training;4492.00
2025-02-27;Harbor Logistics;stationery;2000.00
2025-12-31;Copperfield Repairs;telecom;4603.00
2025-09-05;Beacon Print Co;advertising;5421.00
2025-06-13;Northwind Supplies;telecom;4117.00
2025-04-22;Delta Facilities;stationery;4566.99
2025-05-25;Beacon Print Co;training;9293.00
2025-03-06;Harbor Logistics;stationery;5337.63
2025-12-21;Beacon Print Co;repairs;500.50
2025-04-01;Delta Facilities;travel;150.50
2025-11-04;Copperfield Repairs;software;4575.00
2025-05-18;Pinemark Services;telecom;4912.00
2025-04-20;Larkspur Media;stationery;4326.50
2025-02-11;Kestrel Software;training;4464.00
2025-04-09;Delta Facilities;software;4440.50
2025-02-24;Kestrel Software;telecom;6449.50
2025-06-16;Harbor Logistics;repairs;4863.00
2025-08-21;Northwind Supplies;software;4547.50
2025-02-13;Copperfield Repairs;training;3287.00
2025-12-09;Pinemark Services;rent;6434.99
2025-06-04;Delta Facilities;logistics;2174.00
2025-05-29;Granite Works Ltd;rent;4506.60
2025-12-02;Kestrel Software;software;4718.92
2025-06-26;Atlas Freight;stationery;500.00
2025-08-31;Pinemark Services;software;3675.00
2025-02-06;Delta Facilities;stationery;3218.45
2025-03-16;Pinemark Services;stationery;5000.00
2025-06-17;Granite Works Ltd;telecom;4600.00
2025-08-06;Pinemark Services;travel;2961.00
2025-05-30;Copperfield Repairs;advertising;4784.00
2025-10-18;Granite Works Ltd;advertising;4499.50
2025-07-02;Beacon Print Co;rent;4622.88
2025-08-29;Larkspur Media;advertising;4466.00
2025-02-28;Pinemark Services;software;4749.50
2025-05-30;Harbor Logistics;repairs;4500.50
2025-07-15;Copperfield Repairs;logistics;1049.47
2025-08-06;Granite Works Ltd;repairs;5226.00
2025-09-05;Atlas Freight;repairs;8989.00
2025-02-24;Pinemark Services;repairs;4737.99
2025-10-16;Delta Facilities;repairs;2000.00
2025-01-25;Kestrel Software;travel;100.50
2025-03-06;Atlas Freight;software;1182.00
2025-07-25;Granite Works Ltd;logistics;500.99
2025-10-28;Beacon Print Co;logistics;4500.00
2025-08-30;Kestrel Software;travel;4836.99
2025-04-03;Pinemark Services;stationery;1096.00
2025-01-28;Delta Facilities;stationery;4317.46
2025-02-14;Pinemark Services;advertising;8119.00
2025-06-22;Delta Facilities;travel;9035.57
2025-09-30;Beacon Print Co;repairs;5043.50
2025-04-16;Pinemark Services;telecom;300.76
2025-06-29;Pinemark Services;training;4000.00
2025-06-22;Larkspur Media;rent;7772.67
2025-09-07;Delta Facilities;repairs;9329.00
2025-08-24;Harbor Logistics;stationery;4895.50
2025-04-21;Pinemark Services;logistics;4835.58
2025-08-23;Beacon Print Co;stationery;4127.00
2025-03-19;Copperfield Repairs;rent;5091.81
2025-01-16;Granite Works Ltd;travel;4805.50
2025-01-29;Pinemark Services;repairs;3255.99
2025-06-25;Pinemark Services;stationery;2500.78
2025-01-18;Northwind Supplies;telecom;5227.99
2025-09-16;Beacon Print Co;advertising;4645.00
2025-10-03;Larkspur Media;stationery;2500.00
2025-09-02;Northwind Supplies;rent;4728.54
2025-11-05;Delta Facilities;logistics;50.00
2025-09-21;Northwind Supplies;advertising;6009.00
2025-09-19;Pinemark Services;advertising;6000.50
2025-04-10;Granite Works Ltd;travel;4926.00
2025-03-03;Larkspur Media;stationery;100.00
2025-12-13;Beacon Print Co;advertising;8278.00
2025-09-03;Atlas Freight;logistics;2500.00
2025-02-15;Delta Facilities;advertising;5961.37
2025-01-14;Granite Works Ltd;stationery;2572.50
2025-06-10;Harbor Logistics;travel;5475.00
2025-11-08;Beacon Print Co;travel;8611.00
2025-12-22;Atlas Freight;training;7500.00
2025-04-22;Larkspur Media;travel;6452.93
2025-09-26;Copperfield Repairs;logistics;200.99
2025-06-08;Kestrel Software;telecom;4443.99
2025-05-07;Delta Facilities;travel;9019.00
2025-07-11;Atlas Freight;logistics;8984.00
2025-02-25;Copperfield Repairs;travel;3384.99
2025-12-19;Kestrel Software;travel;9989.00
2025-07-24;Pinemark Services;rent;2000.21
2025-11-10;Northwind Supplies;rent;5586.50
2025-10-08;Harbor Logistics;telecom;4614.10
2025-11-14;Larkspur Media;advertising;6910.50
2025-05-12;Pinemark Services;repairs;604.00
2025-04-22;Atlas Freight;logistics;1000.00
2025-09-08;Pinemark Services;telecom;8857.50
2025-09-15;Beacon Print Co;repairs;1000.00
2025-05-03;Pinemark Services;stationery;6000.00
2025-09-08;Beacon Print Co;stationery;4682.00
2025-09-30;Larkspur Media;advertising;3777.50
2025-07-19;Granite Works Ltd;stationery;4360.00
2025-12-16;Atlas Freight;software;9388.00
2025-07-02;Kestrel Software;advertising;4370.99
2025-03-06;Atlas Freight;stationery;8313.50
2025-05-06;Pinemark Services;logistics;2000.00
2025-07-17;Delta Facilities;logistics;1221.50
2025-07-02;Copperfield Repairs;training;7588.57
2025-03-01;Beacon Print Co;travel;2330.00
2025-03-09;Northwind Supplies;software;6285.99
2025-07-20;Delta Facilities;logistics;1500.00
2025-09-10;Harbor Logistics;advertising;2500.90
2025-01-17;Atlas Freight;rent;3157.00
2025-12-18;Harbor Logistics;logistics;2000.78
2025-10-01;Pinemark Services;advertising;4165.35
2025-03-10;Copperfield Repairs;training;4500.50
2025-09-20;Pinemark Services;advertising;4483.00
2025-09-19;Beacon Print Co;rent;4434.80
2025-04-02;Pinemark Services;software;50.00
2025-10-09;Kestrel Software;rent;841.50
2025-04-27;Kestrel Software;telecom;2000.00
2025-11-12;Harbor Logistics;advertising;4885.50
2025-01-11;Beacon Print Co;stationery;4754.00
2025-10-17;Beacon Print Co;telecom;5577.00
2025-01-08;Harbor Logistics;repairs;3602.30
2025-06-20;Larkspur Media;software;4576.00
2025-12-15;Northwind Supplies;software;9913.00
2025-09-11;Harbor Logistics;travel;1267.00
2025-04-18;Larkspur Media;logistics;8604.00
2025-01-28;Kestrel Software;stationery;7486.50
2025-05-15;Pinemark Services;rent;4823.00
2025-01-09;Harbor Logistics;travel;250.99
2025-06-02;Harbor Logistics;rent;543.50
2025-09-21;Larkspur Media;repairs;9865.99
2025-08-19;Harbor Logistics;travel;1594.50
2025-05-31;Beacon Print Co;logistics;8257.44
2025-09-05;Pinemark Services;rent;4655.99
2025-02-01;Harbor Logistics;rent;375.01
2025-07-29;Granite Works Ltd;travel;4656.99
2025-10-15;Pinemark Services;repairs;4753.00
2025-03-19;Delta Facilities;travel;3000.68
2025-07-14;Copperfield Repairs;rent;4403.50
2025-07-01;Beacon Print Co;repairs;4664.00
2025-12-17;Beacon Print Co;travel;2500.00
2025-03-03;Kestrel Software;travel;7910.00
2025-02-21;Beacon Print Co;advertising;4000.00
2025-10-04;Larkspur Media;telecom;50.00
2025-05-03;Harbor Logistics;travel;601.99
2025-01-25;Northwind Supplies;telecom;4958.47
2025-07-01;Northwind Supplies;training;4201.00
2025-04-17;Delta Facilities;software;5724.99
2025-08-19;Granite Works Ltd;travel;100.50
2025-09-04;Copperfield Repairs;rent;6088.99
2025-07-28;Delta Facilities;logistics;4714.00
2025-06-14;Kestrel Software;repairs;8460.99
2025-06-22;Harbor Logistics;logistics;4702.00
2025-04-07;Delta Facilities;rent;1894.50
2025-04-19;Pinemark Services;software;50.99
2025-09-03;Copperfield Repairs;travel;5714.00
2025-12-27;Delta Facilities;stationery;100.02
2025-12-13;Harbor Logistics;training;4565.00
2025-03-25;Copperfield Repairs;travel;4675.00
2025-10-19;Kestrel Software;telecom;1625.00
2025-07-20;Larkspur Media;repairs;2191.85
2025-12-27;Larkspur Media;stationery;7267.00
2025-05-05;Pinemark Services;repairs;4717.00
2025-12-11;Kestrel Software;software;9032.00
2025-08-25;Delta Facilities;advertising;2919.99
2025-09-18;Granite Works Ltd;advertising;1500.50
2025-01-06;Larkspur Media;telecom;4682.00
2025-10-04;Larkspur Media;logistics;3350.00
2025-03-29;Northwind Supplies;telecom;4913.99
2025-03-05;Kestrel Software;training;9727.99
2025-03-17;Delta Facilities;training;8583.99
2025-08-15;Larkspur Media;repairs;1500.00
2025-10-28;Beacon Print Co;repairs;2000.00
2025-02-22;Granite Works Ltd;stationery;6424.50
2025-05-26;Delta Facilities;rent;4990.00
2025-06-05;Pinemark Services;software;3000.00
2025-08-04;Delta Facilities;rent;5538.00
2025-03-21;Larkspur Media;software;162.00
2025-08-26;Beacon Print Co;rent;4833.00
2025-04-13;Northwind Supplies;training;4924.00
2025-01-05;Kestrel Software;telecom;5275.99
2025-06-20;Atlas Freight;training;6890.00
2025-10-24;Delta Facilities;stationery;4490.50
2025-02-03;Northwind Supplies;logistics;6669.99
2025-08-08;Beacon Print Co;telecom;4878.50
2025-02-23;Kestrel Software;software;2708.00
2025-09-12;Granite Works Ltd;travel;4555.50
2025-09-27;Granite Works Ltd;travel;4000.62
2025-01-02;Northwind Supplies;rent;6943.00
2025-11-12;Larkspur Media;training;4526.00
2025-06-20;Kestrel Software;software;9708.99
2025-03-18;Delta Facilities;travel;5737.89
2025-05-08;Delta Facilities;rent;5971.99
2025-03-28;Atlas Freight;telecom;7273.00
2025-09-01;Copperfield Repairs;telecom;8661.00
2025-01-20;Copperfield Repairs;logistics;1825.00
2025-05-12;Granite Works Ltd;repairs;3831.00
2025-09-26;Northwind Supplies;stationery;7558.00
2025-04-20;Kestrel Software;travel;2000.00
2025-04-10;Granite Works Ltd;rent;1500.19
2025-04-21;Delta Facilities;advertising;2500.50
2025-09-09;Copperfield Repairs;advertising;1500.30
2025-08-02;Kestrel Software;training;250.99
2025-03-20;Granite Works Ltd;rent;4630.00
2025-11-01;Pinemark Services;logistics;500.50
2025-10-02;Delta Facilities;travel;50.00
2025-01-03;Larkspur Media;logistics;4628.00
2025-04-02;Granite Works Ltd;training;8048.00
2025-05-19;Atlas Freight;training;9702.00
2025-02-18;Copperfield Repairs;logistics;4489.57
2025-02-25;Delta Facilities;travel;385.00
2025-11-13;Granite Works Ltd;training;500.00
2025-03-02;Copperfield Repairs;stationery;7756.00
2025-03-04;Harbor Logistics;telecom;4602.00
2025-01-02;Granite Works Ltd;logistics;679.00
2025-10-14;Kestrel Software;repairs;9728.00
2025-01-08;Copperfield Repairs;travel;4713.00
2025-06-14;Larkspur Media;travel;4119.99
2025-08-19;Granite Works Ltd;logistics;5606.50
2025-04-13;Pinemark Services;logistics;4597.00
2025-11-09;Copperfield Repairs;rent;9091.00
2025-11-05;Delta Facilities;repairs;4098.00
2025-08-27;Larkspur Media;software;1220.99
2025-09-03;Harbor Logistics;rent;2628.00
2025-06-07;Atlas Freight;training;4545.00
2025-06-14;Copperfield Repairs;advertising;2000.00
2025-05-18;Copperfield Repairs;software;100.00
2025-07-13;Copperfield Repairs;travel;5682.99
2025-08-05;Kestrel Software;travel;8374.00
2025-11-15;Granite Works Ltd;training;4000.50
2025-10-22;Kestrel Software;stationery;4944.00
2025-12-24;Delta Facilities;logistics;1500.00
2025-12-30;Pinemark Services;software;2000.50
2025-05-02;Copperfield Repairs;telecom;5130.00
2025-12-03;Delta Facilities;rent;4538.00
2025-03-27;Larkspur Media;software;4921.97
2025-08-23;Copperfield Repairs;travel;4916.15
2025-02-20;Larkspur Media;stationery;4897.50
2025-08-18;Beacon Print Co;training;50.50
2025-07-04;Delta Facilities;advertising;300.00
2025-07-09;Atlas Freight;training;2000.00
2025-04-26;Atlas Freight;repairs;4991.50
2025-11-01;Pinemark Services;travel;8401.00
2025-09-08;Beacon Print Co;software;4947.00
2025-10-28;Copperfield Repairs;stationery;4699.50
2025-07-26;Granite Works Ltd;logistics;4000.00
2025-06-19;Atlas Freight;repairs;8984.00
2025-05-20;Northwind Supplies;logistics;4839.00
2025-03-20;Granite Works Ltd;stationery;4969.50
2025-04-12;Copperfield Repairs;advertising;7428.74
2025-03-07;Beacon Print Co;travel;3000.99
2025-09-26;Northwind Supplies;advertising;3513.50
2025-09-10;Harbor Logistics;training;4430.99
2025-09-29;Granite Works Ltd;advertising;201.53
2025-03-30;Harbor Logistics;training;4033.56
2025-08-15;Northwind Supplies;software;4946.99
2025-09-01;Beacon Print Co;software;4507.48
2025-11-09;Northwind Supplies;rent;6483.99
2025-04-23;Beacon Print Co;advertising;3086.58
2025-04-14;Copperfield Repairs;rent;4679.50
2025-01-02;Pinemark Services;advertising;4640.50
2025-10-30;Delta Facilities;training;5529.00
2025-06-27;Delta Facilities;rent;4606.50
2025-05-30;Northwind Supplies;advertising;158.00
2025-10-10;Beacon Print Co;stationery;4837.00
2025-01-01;Copperfield Repairs;telecom;4481.50
2025-06-11;Delta Facilities;repairs;4061.99
2025-02-08;Larkspur Media;rent;1074.00
2025-03-05;Granite Works Ltd;stationery;2097.00
2025-12-18;Beacon Print Co;telecom;9517.50
2025-12-08;Kestrel Software;software;4692.00
2025-04-16;Delta Facilities;logistics;4583.50
2025-03-18;Larkspur Media;rent;4772.99
2025-08-30;Larkspur Media;rent;7500.50
2025-08-04;Delta Facilities;advertising;4619.99
2025-12-20;Copperfield Repairs;logistics;368.00
2025-10-08;Atlas Freight;training;4560.48
2025-11-13;Northwind Supplies;telecom;3826.00
2025-01-29;Atlas Freight;repairs;3169.50
2025-07-23;Harbor Logistics;telecom;500.48
2025-05-02;Granite Works Ltd;rent;212.72
2025-01-24;Beacon Print Co;travel;3757.50
2025-06-21;Pinemark Services;stationery;1500.47
2025-07-27;Delta Facilities;repairs;4786.38
2025-03-29;Delta Facilities;rent;8884.00
2025-12-22;Delta Facilities;training;2229.99
2025-03-05;Kestrel Software;rent;4961.00
2025-08-25;Granite Works Ltd;software;4680.50
2025-09-02;Northwind Supplies;rent;7211.00
2025-03-04;Atlas Freight;training;3457.00
2025-08-16;Delta Facilities;rent;9638.99
2025-03-25;Pinemark Services;logistics;4857.50
2025-06-15;Pinemark Services;software;5000.99
2025-05-14;Kestrel Software;training;1500.50
2025-07-13;Granite Works Ltd;telecom;611.50
2025-05-26;Beacon Print Co;repairs;7040.50
2025-02-22;Granite Works Ltd;advertising;1936.50
2025-09-02;Northwind Supplies;stationery;5150.00
2025-11-08;Copperfield Repairs;advertising;4793.00
2025-07-13;Atlas Freight;stationery;500.00
2025-06-14;Granite Works Ltd;repairs;7544.33
2025-01-30;Harbor Logistics;logistics;4749.00
2025-11-02;Harbor Logistics;training;50.50
2025-01-09;Copperfield Repairs;rent;4529.00
2025-03-09;Northwind Supplies;logistics;960.99
2025-07-09;Northwind Supplies;software;3732.99
2025-06-20;Larkspur Media;rent;9986.00
2025-01-29;Atlas Freight;travel;4387.00
2025-04-25;Copperfield Repairs;advertising;1000.00
2025-01-14;Atlas Freight;training;7282.00
2025-10-14;Larkspur Media;telecom;7459.00
2025-07-26;Delta Facilities;advertising;4808.50
2025-04-25;Pinemark Services;rent;9492.29
2025-04-20;Atlas Freight;stationery;2000.00
2025-12-30;Copperfield Repairs;software;2155.50
2025-03-17;Harbor Logistics;telecom;2820.00
2025-06-28;Northwind Supplies;software;2000.00
2025-07-19;Atlas Freight;repairs;8383.00
2025-05-26;Beacon Print Co;telecom;5289.99
2025-04-18;Pinemark Services;training;4466.00
2025-01-25;Pinemark Services;repairs;5782.00
2025-09-16;Beacon Print Co;repairs;300.99
2025-01-06;Beacon Print Co;software;6533.00
2025-02-02;Larkspur Media;software;7813.00
2025-09-13;Northwind Supplies;telecom;1205.00
2025-06-16;Delta Facilities;software;853.99
2025-08-13;Kestrel Software;training;1000.59
2025-11-09;Beacon Print Co;telecom;3000.50
